Photo,Label,,Measure,Trait,
Aven 1.1,1,2.141,0.5,Scale bar,
Aven 1.1,2,-43.808,1.032,Femur,Pheidole hyatti
Aven 1.1,3,-5.741,0.887,Scape,Pheidole hyatti
Aven 1.1,4,-5.741,0.887,Scape,Pheidole hyatti
Aven 1.1,5,29.876,0.422,Mandible length,Pheidole hyatti
Aven 1.1,6,85.691,0.684,Head length,Pheidole hyatti
Aven 1.1,7,79.743,0.166,Eye length,Pheidole hyatti
Aven 1.1,8,-7.326,0.11,Eye width,Pheidole hyatti
Aven 1.1,9,-5.911,0.574,Head width,Pheidole hyatti
Aven 1.1,10,32.876,0.912,Webers,Pheidole hyatti
Aven 1.2.tif,1,-85.301,1.034,Femur,Pheidole hyatti
Aven 1.2.tif,2,-15.282,0.893,Scape,Pheidole hyatti
Aven 1.2.tif,3,27.618,0.401,Mandible length,Pheidole hyatti
Aven 1.2.tif,4,-27.801,0.732,Head length,Pheidole hyatti
Aven 1.2.tif,5,-22.087,0.175,Eye length,Pheidole hyatti
Aven 1.2.tif,6,65.659,0.108,Eye width,Pheidole hyatti
Aven 1.2.tif,7,66.626,0.605,Head width,Pheidole hyatti
Aven 1.2.tif,8,-50.268,0.943,Webers,Pheidole hyatti
Aven 1.3.jpg,1,-43.502,1.002,Femur,Pheidole hyatti
Aven 1.3.jpg,2,-61.739,0.909,Scape,Pheidole hyatti
Aven 1.3.jpg,3,149.265,0.399,Mandible length,Pheidole hyatti
Aven 1.3.jpg,4,89.605,0.671,Head length,Pheidole hyatti
Aven 1.3.jpg,5,86.73,0.162,Eye length,Pheidole hyatti
Aven 1.3.jpg,6,0,0.097,Eye width,Pheidole hyatti
Aven 1.3.jpg,7,0.462,0.574,Head width,Pheidole hyatti
Aven 1.3.jpg,8,-101.65,0.917,Webers,Pheidole hyatti
Aven 1.4.jpg,1,8.881,1.049,Femur,Pheidole hyatti
Aven 1.4.jpg,2,31.917,0.954,Scape,Pheidole hyatti
Aven 1.4.jpg,3,-37.131,0.406,Mandible length,Pheidole hyatti
Aven 1.4.jpg,4,15.635,0.704,Head length,Pheidole hyatti
Aven 1.4.jpg,5,14.036,0.181,Eye length,Pheidole hyatti
Aven 1.4.jpg,6,-70.253,0.096,Eye width,Pheidole hyatti
Aven 1.4.jpg,7,-73.722,0.603,Head width,Pheidole hyatti
Aven 1.4.jpg,8,175.964,0.953,Webers,Pheidole hyatti
Aven 1.5.jpg,1,52.097,0.821,Femur,Pheidole hyatti
Aven 1.5.jpg,2,-177.33,0.894,Scape,Pheidole hyatti
Aven 1.5.jpg,3,139.054,0.417,Mandible length,Pheidole hyatti
Aven 1.5.jpg,5,-172.038,0.668,Head length,Pheidole hyatti
Aven 1.5.jpg,6,-169.287,0.174,Eye length,Pheidole hyatti
Aven 1.5.jpg,7,96.789,0.098,Eye width,Pheidole hyatti
Aven 1.5.jpg,8,97.323,0.581,Head width,Pheidole hyatti
Aven 1.5.jpg,9,-117.023,0.907,Webers,Pheidole hyatti
Aven 1.6.jpg,1,-50.73,0.933,Femur,Pheidole hyatti
Aven 1.6.jpg,2,148.027,0.84,Scape,Pheidole hyatti
Aven 1.6.jpg,3,-128.073,0.346,Mandible length,Pheidole hyatti
Aven 1.6.jpg,4,-175.83,0.656,Head length,Pheidole hyatti
Aven 1.6.jpg,5,-176.583,0.152,Eye length,Pheidole hyatti
Aven 1.6.jpg,6,-88.315,0.077,Eye width,Pheidole hyatti
Aven 1.6.jpg,7,-87.387,0.548,Head width,Pheidole hyatti
Aven 1.6.jpg,8,-136.457,0.821,Webers,Pheidole hyatti
Aven 1.7.jpg,1,11.377,0.388,Femur,Solenopsis xyloni
Aven 1.7.jpg,2,-124.232,0.272,Scape,Solenopsis xyloni
Aven 1.7.jpg,3,-58.601,0.209,Mandible length,Solenopsis xyloni
Aven 1.7.jpg,4,-4.704,0.368,Head length,Solenopsis xyloni
Aven 1.7.jpg,5,175.601,0.061,Eye length,Solenopsis xyloni
Aven 1.7.jpg,6,84.289,0.023,Eye width,Solenopsis xyloni
Aven 1.7.jpg,7,-94.525,0.324,Head width,Solenopsis xyloni
Aven 1.7.jpg,8,-66.501,0.466,Webers,Solenopsis xyloni
Aven 1.8.jpg,1,-25.75,0.874,Femur,Solenopsis xyloni
Aven 1.8.jpg,2,-123.219,0.625,Scape,Solenopsis xyloni
Aven 1.8.jpg,3,31.715,0.484,Mandible length,Solenopsis xyloni
Aven 1.8.jpg,4,88.373,0.815,Head length,Solenopsis xyloni
Aven 1.8.jpg,5,90,0.12,Eye length,Solenopsis xyloni
Aven 1.8.jpg,6,0,0.054,Eye width,Solenopsis xyloni
Aven 1.8.jpg,7,-0.83,0.745,Head width,Solenopsis xyloni
Aven 1.8.jpg,8,-163.052,1.053,Webers,Solenopsis xyloni
Aven 1.9.jpg,1,-52.184,0.799,Femur,Solenopsis xyloni
Aven 1.9.jpg,2,28.101,0.55,Scape,Solenopsis xyloni
Aven 1.9.jpg,3,-56.31,0.408,Mandible length,Solenopsis xyloni
Aven 1.9.jpg,4,-116.053,0.708,Head length,Solenopsis xyloni
Aven 1.9.jpg,5,61.557,0.129,Eye length,Solenopsis xyloni
Aven 1.9.jpg,6,147.529,0.061,Eye width,Solenopsis xyloni
Aven 1.9.jpg,7,-28.383,0.664,Head width,Solenopsis xyloni
Aven 1.9.jpg,8,-58.707,0.844,Webers,Solenopsis xyloni
Aven 1.10.jpg,1,159.312,0.714,Femur,Solenopsis xyloni
Aven 1.10.jpg,2,-82.093,0.51,Scape,Solenopsis xyloni
Aven 1.10.jpg,3,108.99,0.407,Mandible length,Solenopsis xyloni
Aven 1.10.jpg,4,176.135,0.693,Head length,Solenopsis xyloni
Aven 1.10.jpg,5,-8.13,0.11,Eye length,Solenopsis xyloni
Aven 1.10.jpg,6,-109.093,0.043,Eye width,Solenopsis xyloni
Aven 1.10.jpg,7,-97.623,0.622,Head width,Solenopsis xyloni
Aven 1.10.jpg,8,-103.643,0.825,Webers,Solenopsis xyloni
Aven 1.11.jpg,1,-43.438,0.726,Femur,Solenopsis xyloni
Aven 1.11.jpg,2,-11.211,0.528,Scape,Solenopsis xyloni
Aven 1.11.jpg,3,122.645,0.355,Mandible length,Solenopsis xyloni
Aven 1.11.jpg,4,160.303,0.692,Head length,Solenopsis xyloni
Aven 1.11.jpg,5,157.479,0.138,Eye length,Solenopsis xyloni
Aven 1.11.jpg,6,58.671,0.042,Eye width,Solenopsis xyloni
Aven 1.11.jpg,7,69.651,0.604,Head width,Solenopsis xyloni
Aven 1.11.jpg,8,147.175,0.657,Webers,Solenopsis xyloni
Aven 1.12.jpg,1,-138.748,0.744,Femur,Solenopsis xyloni
Aven 1.12.jpg,2,9.31,0.567,Scape,Solenopsis xyloni
Aven 1.12.jpg,3,158.311,0.434,Mandible length,Solenopsis xyloni
Aven 1.12.jpg,4,-142.293,0.753,Head length,Solenopsis xyloni
Aven 1.12.jpg,5,39.036,0.109,Eye length,Solenopsis xyloni
Aven 1.12.jpg,6,-51.953,0.067,Eye width,Solenopsis xyloni
Aven 1.12.jpg,7,-54.534,0.636,Head width,Solenopsis xyloni
Aven 1.12.jpg,8,-0.704,0.933,Webers,Solenopsis xyloni
Aven 2.1.jpg,1,-106.403,1.125,Femur,Dorymyrmex bicolor
Aven 2.1.jpg,2,-40.978,0.832,Scape,Dorymyrmex bicolor
Aven 2.1.jpg,4,-134.009,0.469,Mandible length,Dorymyrmex bicolor
Aven 2.1.jpg,5,143.13,0.814,Head length,Dorymyrmex bicolor
Aven 2.1.jpg,6,-39.946,0.239,Eye length,Dorymyrmex bicolor
Aven 2.1.jpg,7,45.69,0.135,Eye width,Dorymyrmex bicolor
Aven 2.1.jpg,8,51.257,0.744,Head width,Dorymyrmex bicolor
Aven 2.1.jpg,9,156.836,1.003,Webers,Dorymyrmex bicolor
Aven 2.2.jpg,1,-168.252,1.079,Femur,Dorymyrmex bicolor
Aven 2.2.jpg,2,-171.158,0.851,Scape,Dorymyrmex bicolor
Aven 2.2.jpg,3,161.365,0.424,Mandible length,Dorymyrmex bicolor
Aven 2.2.jpg,4,-121.185,0.83,Head length,Dorymyrmex bicolor
Aven 2.2.jpg,5,-120.579,0.239,Eye length,Dorymyrmex bicolor
Aven 2.2.jpg,6,-41.987,0.126,Eye width,Dorymyrmex bicolor
Aven 2.2.jpg,7,148.299,0.747,Head width,Dorymyrmex bicolor
Aven 2.2.jpg,8,-150.876,1.123,Webers,Dorymyrmex bicolor
Aven 2.3.jpg,1,-55.352,1.075,Femur,Dorymyrmex bicolor
Aven 2.3.jpg,2,88.101,0.838,Scape,Dorymyrmex bicolor
Aven 2.3.jpg,3,65.504,0.421,Mandible length,Dorymyrmex bicolor
Aven 2.3.jpg,4,-4.726,0.786,Head length,Dorymyrmex bicolor
Aven 2.3.jpg,5,-11.602,0.238,Eye length,Dorymyrmex bicolor
Aven 2.3.jpg,6,-105.124,0.118,Eye width,Dorymyrmex bicolor
Aven 2.3.jpg,7,-99.403,0.737,Head width,Dorymyrmex bicolor
Aven 2.3.jpg,8,-15.854,0.932,Webers,Dorymyrmex bicolor
Aven 2.4.jpg,1,-64.081,1.112,Femur,Dorymyrmex bicolor
Aven 2.4.jpg,2,2.785,0.865,Scape,Dorymyrmex bicolor
Aven 2.4.jpg,3,-63.719,0.422,Mandible length,Dorymyrmex bicolor
Aven 2.4.jpg,4,14.522,0.801,Head length,Dorymyrmex bicolor
Aven 2.4.jpg,5,13.241,0.245,Eye length,Dorymyrmex bicolor
Aven 2.4.jpg,6,-72.121,0.152,Eye width,Dorymyrmex bicolor
Aven 2.4.jpg,7,-74.624,0.775,Head width,Dorymyrmex bicolor
Aven 2.4.jpg,8,175.17,0.999,Webers,Dorymyrmex bicolor
Aven 2.7.jpg,1,-54.38,1.885,Femur,Messor pergandei
Aven 2.7.jpg,2,-39.774,1.088,Scape,Messor pergandei
Aven 2.7.jpg,3,-90.744,0.72,Mandible length,Messor pergandei
Aven 2.7.jpg,4,-136.49,1.398,Head length,Messor pergandei
Aven 2.7.jpg,5,-138.066,0.371,Eye length,Messor pergandei
Aven 2.7.jpg,6,-53.13,0.117,Eye width,Messor pergandei
Aven 2.7.jpg,7,-49.579,1.449,Head width,Messor pergandei
Aven 2.7.jpg,8,61.996,1.831,Webers,Messor pergandei
Aven 2.8.jpg,1,-129.823,1.888,Femur,Messor pergandei
Aven 2.8.jpg,2,29.515,1.264,Scape,Messor pergandei
Aven 2.8.jpg,3,-81.012,0.902,Mandible length,Messor pergandei
Aven 2.8.jpg,4,-133.144,1.489,Head length,Messor pergandei
Aven 2.8.jpg,5,-133.025,0.373,Eye length,Messor pergandei
Aven 2.8.jpg,6,-45,0.109,Eye width,Messor pergandei
Aven 2.8.jpg,7,-45.121,1.526,Head width,Messor pergandei
Aven 2.8.jpg,8,-139.501,1.924,Webers,Messor pergandei
Aven 2.9.jpg,1,5.083,1.904,Femur,Messor pergandei
Aven 2.9.jpg,2,-68.962,1.27,Scape,Messor pergandei
Aven 2.9.jpg,3,129.999,0.518,Mandible length,Messor pergandei
Aven 2.9.jpg,4,-159.785,1.254,Head length,Messor pergandei
Aven 2.9.jpg,5,-164.745,0.312,Eye length,Messor pergandei
Aven 2.9.jpg,6,-75.579,0.165,Eye width,Messor pergandei
Aven 2.9.jpg,7,-77.071,1.488,Head width,Messor pergandei
Aven 2.9.jpg,8,-172.493,1.78,Webers,Messor pergandei
Aven 3.1.jpg,1,49.83,0.475,Femur,Forelius pruinosis
Aven 3.1.jpg,2,-88.939,0.51,Scape,Forelius pruinosis
Aven 3.1.jpg,3,-111.303,0.268,Mandible length,Forelius pruinosis
Aven 3.1.jpg,4,-40.684,0.591,Head length,Forelius pruinosis
Aven 3.1.jpg,5,-45.498,0.128,Eye length,Forelius pruinosis
Aven 3.1.jpg,6,47.726,0.07,Eye width,Forelius pruinosis
Aven 3.1.jpg,7,47.626,0.485,Head width,Forelius pruinosis
Aven 3.1.jpg,8,-29.995,0.67,Webers,Forelius pruinosis
Aven 3.2.jpg,1,-37.999,0.567,Femur,Forelius pruinosis
Aven 3.2.jpg,2,40.941,0.511,Scape,Forelius pruinosis
Aven 3.2.jpg,3,-152.276,0.24,Mandible length,Forelius pruinosis
Aven 3.2.jpg,4,-83.437,0.529,Head length,Forelius pruinosis
Aven 3.2.jpg,5,-86.424,0.124,Eye length,Forelius pruinosis
Aven 3.2.jpg,6,5.389,0.083,Eye width,Forelius pruinosis
Aven 3.2.jpg,7,7.005,0.458,Head width,Forelius pruinosis
Aven 3.2.jpg,8,127.125,0.696,Webers,Forelius pruinosis
Aven 3.3.jpg,1,-8.907,0.634,Femur,Forelius pruinosis
Aven 3.3.jpg,2,-7.561,0.533,Scape,Forelius pruinosis
Aven 3.3.jpg,3,-64.747,0.274,Mandible length,Forelius pruinosis
Aven 3.3.jpg,4,4.79,0.559,Head length,Forelius pruinosis
Aven 3.3.jpg,5,5.477,0.114,Eye length,Forelius pruinosis
Aven 3.3.jpg,6,-81.87,0.077,Eye width,Forelius pruinosis
Aven 3.3.jpg,7,94.66,0.498,Head width,Forelius pruinosis
Aven 3.3.jpg,8,-156.801,0.676,Webers,Forelius pruinosis
Aven 3.4.jpg,1,-41.406,0.685,Femur,Forelius pruinosis
Aven 3.4.jpg,2,-55.429,0.548,Scape,Forelius pruinosis
Aven 3.4.jpg,3,-103.57,0.279,Mandible length,Forelius pruinosis
Aven 3.4.jpg,4,-33.69,0.556,Head length,Forelius pruinosis
Aven 3.4.jpg,5,-37.304,0.123,Eye length,Forelius pruinosis
Aven 3.4.jpg,6,51.009,0.063,Eye width,Forelius pruinosis
Aven 3.4.jpg,7,55.675,0.526,Head width,Forelius pruinosis
Aven 3.4.jpg,8,162.739,0.685,Webers,Forelius pruinosis
Aven 3.5.jpg,1,28.301,0.546,Femur,Forelius pruinosis
Aven 3.5.jpg,2,26.565,0.486,Scape,Forelius pruinosis
Aven 3.5.jpg,3,122.876,0.226,Mandible length,Forelius pruinosis
Aven 3.5.jpg,4,-176.332,0.542,Head length,Forelius pruinosis
Aven 3.5.jpg,5,-8.584,0.124,Eye length,Forelius pruinosis
Aven 3.5.jpg,6,-94.289,0.093,Eye width,Forelius pruinosis
Aven 3.5.jpg,7,-91.134,0.467,Head width,Forelius pruinosis
Aven 3.5.jpg,8,6.448,0.68,Webers,Forelius pruinosis
Aven 3.6.jpg,1,-70.463,0.62,Femur,Forelius pruinosis
Aven 3.6.jpg,2,-3.945,0.548,Scape,Forelius pruinosis
Aven 3.6.jpg,3,-43.791,0.263,Mandible length,Forelius pruinosis
Aven 3.6.jpg,4,31.663,0.53,Head length,Forelius pruinosis
Aven 3.6.jpg,5,30.828,0.113,Eye length,Forelius pruinosis
Aven 3.6.jpg,6,-54.728,0.079,Eye width,Forelius pruinosis
Aven 3.6.jpg,7,-60.164,0.493,Head width,Forelius pruinosis
Aven 3.6.jpg,8,101.646,0.631,Webers,Forelius pruinosis
Aven 3.7.jpg,1,-15.616,0.753,Femur,Cyphomyrmex wheeleri
Aven 3.7.jpg,2,-62.412,0.564,Scape,Cyphomyrmex wheeleri
Aven 3.7.jpg,3,16.44,0.286,Mandible length,Cyphomyrmex wheeleri
Aven 3.7.jpg,4,58.969,0.659,Head length,Cyphomyrmex wheeleri
Aven 3.7.jpg,5,-113.587,0.174,Eye length,Cyphomyrmex wheeleri
Aven 3.7.jpg,6,-32.152,0.093,Eye width,Cyphomyrmex wheeleri
Aven 3.7.jpg,7,-31.005,0.533,Head width,Cyphomyrmex wheeleri
Aven 3.7.jpg,8,104.889,0.99,Webers,Cyphomyrmex wheeleri
CaS 1.1.jpg,1,62.133,0.827,Femur,Solenopsis xyloni
CaS 1.1.jpg,2,131.386,0.566,Scape,Solenopsis xyloni
CaS 1.1.jpg,3,-172.164,0.462,Mandible length,Solenopsis xyloni
CaS 1.1.jpg,4,-110.225,0.681,Head length,Solenopsis xyloni
CaS 1.1.jpg,5,-104.036,0.121,Eye length,Solenopsis xyloni
CaS 1.1.jpg,6,142.125,0.048,Eye width,Solenopsis xyloni
CaS 1.1.jpg,7,159.011,0.716,Head width,Solenopsis xyloni
CaS 1.1.jpg,8,-122.065,0.863,Webers,Solenopsis xyloni
CaS 1.2.jpg,1,-10.414,0.797,Femur,Solenopsis xyloni
CaS 1.2.jpg,2,-34.592,0.597,Scape,Solenopsis xyloni
CaS 1.2.jpg,3,-114.55,0.377,Mandible length,Solenopsis xyloni
CaS 1.2.jpg,4,-47.037,0.758,Head length,Solenopsis xyloni
CaS 1.2.jpg,5,-46.469,0.117,Eye length,Solenopsis xyloni
CaS 1.2.jpg,6,-138.013,0.057,Eye width,Solenopsis xyloni
CaS 1.2.jpg,7,44.497,0.683,Head width,Solenopsis xyloni
CaS 1.2.jpg,8,-80.486,0.769,Webers,Solenopsis xyloni
CaS 1.3.jpg,1,-9.844,0.91,Femur,Solenopsis xyloni
CaS 1.3.jpg,2,-5.847,0.684,Scape,Solenopsis xyloni
CaS 1.3.jpg,3,-135,0.417,Mandible length,Solenopsis xyloni
CaS 1.3.jpg,4,151.024,0.871,Head length,Solenopsis xyloni
CaS 1.3.jpg,5,-29.745,0.132,Eye length,Solenopsis xyloni
CaS 1.3.jpg,6,-123.69,0.059,Eye width,Solenopsis xyloni
CaS 1.3.jpg,7,-118.824,0.79,Head width,Solenopsis xyloni
CaS 1.3.jpg,8,129.094,0.844,Webers,Solenopsis xyloni
CaS 1.4.jpg,1,-18.916,0.804,Femur,Solenopsis xyloni
CaS 1.4.jpg,2,-133.625,0.567,Scape,Solenopsis xyloni
CaS 1.4.jpg,3,-74.644,0.428,Mandible length,Solenopsis xyloni
CaS 1.4.jpg,4,-13.859,0.669,Head length,Solenopsis xyloni
CaS 1.4.jpg,5,-8.746,0.112,Eye length,Solenopsis xyloni
CaS 1.4.jpg,6,-100.62,0.07,Eye width,Solenopsis xyloni
CaS 1.4.jpg,7,74.286,0.655,Head width,Solenopsis xyloni
CaS 1.4.jpg,8,16.51,0.804,Webers,Solenopsis xyloni
CaS 1.5.jpg,1,69.217,0.74,Femur,Solenopsis xyloni
CaS 1.5.jpg,2,75.757,0.559,Scape,Solenopsis xyloni
CaS 1.5.jpg,3,-163.54,0.382,Mandible length,Solenopsis xyloni
CaS 1.5.jpg,4,-91.029,0.696,Head length,Solenopsis xyloni
CaS 1.5.jpg,5,-90,0.125,Eye length,Solenopsis xyloni
CaS 1.5.jpg,6,-4.399,0.054,Eye width,Solenopsis xyloni
CaS 1.5.jpg,7,176.589,0.63,Head width,Solenopsis xyloni
CaS 1.5.jpg,8,131.689,0.714,Webers,Solenopsis xyloni
CaS 1.6.jpg,1,53.666,0.775,Femur,Solenopsis xyloni
CaS 1.6.jpg,2,19.832,0.523,Scape,Solenopsis xyloni
CaS 1.6.jpg,3,-122.005,0.418,Mandible length,Solenopsis xyloni
CaS 1.6.jpg,4,-178.418,0.73,Head length,Solenopsis xyloni
CaS 1.6.jpg,5,176.634,0.137,Eye length,Solenopsis xyloni
CaS 1.6.jpg,6,-90,0.052,Eye width,Solenopsis xyloni
CaS 1.6.jpg,7,88.939,0.653,Head width,Solenopsis xyloni
CaS 1.6.jpg,8,-168.082,0.82,Webers,Solenopsis xyloni
CaS 1.7.jpg,1,-14.946,1.092,Femur,Pheidole hyatti
CaS 1.7.jpg,2,161.411,0.989,Scape,Pheidole hyatti
CaS 1.7.jpg,3,-23.199,0.448,Mandible length,Pheidole hyatti
CaS 1.7.jpg,4,-81.643,0.752,Head length,Pheidole hyatti
CaS 1.7.jpg,5,-72.897,0.171,Eye length,Pheidole hyatti
CaS 1.7.jpg,6,-154.44,0.107,Eye width,Pheidole hyatti
CaS 1.7.jpg,7,12.249,0.654,Head width,Pheidole hyatti
CaS 1.7.jpg,8,-174.053,1.014,Webers,Pheidole hyatti
CaS 1.8.jpg,1,-86.703,1.006,Femur,Pheidole hyatti
CaS 1.8.jpg,2,43.522,0.906,Scape,Pheidole hyatti
CaS 1.8.jpg,3,-172.482,0.41,Mandible length,Pheidole hyatti
CaS 1.8.jpg,4,146.913,0.708,Head length,Pheidole hyatti
CaS 1.8.jpg,5,-38.019,0.144,Eye length,Pheidole hyatti
CaS 1.8.jpg,6,-129.207,0.101,Eye width,Pheidole hyatti
CaS 1.8.jpg,7,53.668,0.572,Head width,Pheidole hyatti
CaS 1.8.jpg,8,-98.635,0.894,Webers,Pheidole hyatti
CaS 1.9.jpg,1,-33.563,1.04,Femur,Pheidole hyatti
CaS 1.9.jpg,2,-163.951,0.95,Scape,Pheidole hyatti
CaS 1.9.jpg,3,101.619,0.455,Mandible length,Pheidole hyatti
CaS 1.9.jpg,4,152.571,0.742,Head length,Pheidole hyatti
CaS 1.9.jpg,5,-27.824,0.17,Eye length,Pheidole hyatti
CaS 1.9.jpg,6,62.526,0.117,Eye width,Pheidole hyatti
CaS 1.9.jpg,7,63.613,0.6,Head width,Pheidole hyatti
CaS 1.9.jpg,8,90.518,0.921,Webers,Pheidole hyatti
CaS 1.10.jpg,1,-80.248,1.046,Femur,Pheidole hyatti
CaS 1.10.jpg,2,123.366,0.791,Scape,Pheidole hyatti
CaS 1.10.jpg,3,50.673,0.432,Mandible length,Pheidole hyatti
CaS 1.10.jpg,4,-0.18,0.64,Head length,Pheidole hyatti
CaS 1.10.jpg,5,1.909,0.181,Eye length,Pheidole hyatti
CaS 1.10.jpg,6,-88.854,0.101,Eye width,Pheidole hyatti
CaS 1.10.jpg,7,-90,0.582,Head width,Pheidole hyatti
CaS 1.10.jpg,8,-62.418,0.913,Webers,Pheidole hyatti
CaS 1.11.jpg,1,-31.242,1.028,Femur,Pheidole hyatti
CaS 1.11.jpg,2,48.576,0.944,Scape,Pheidole hyatti
CaS 1.11.jpg,3,-73.828,0.434,Mandible length,Pheidole hyatti
CaS 1.11.jpg,4,-120.466,0.657,Head length,Pheidole hyatti
CaS 1.11.jpg,5,-119.745,0.168,Eye length,Pheidole hyatti
CaS 1.11.jpg,6,-30.964,0.097,Eye width,Pheidole hyatti
CaS 1.11.jpg,7,-32.807,0.6,Head width,Pheidole hyatti
CaS 1.11.jpg,8,136.378,0.857,Webers,Pheidole hyatti
CaS 1.12.jpg,1,-19.781,1.018,Femur,Pheidole hyatti
CaS 1.12.jpg,2,-85.744,0.906,Scape,Pheidole hyatti
CaS 1.12.jpg,3,-49.8,0.391,Mandible length,Pheidole hyatti
CaS 1.12.jpg,4,0.863,0.698,Head length,Pheidole hyatti
CaS 1.12.jpg,5,0.707,0.17,Eye length,Pheidole hyatti
CaS 1.12.jpg,6,-85.914,0.118,Eye width,Pheidole hyatti
CaS 1.12.jpg,7,91.868,0.58,Head width,Pheidole hyatti
CaS 1.12.jpg,8,170.603,0.913,Webers,Pheidole hyatti
CaS 2.1.jpg,1,-85.959,0.782,Femur,Dorymyrmex insanus
CaS 2.1.jpg,2,-131.326,0.655,Scape,Dorymyrmex insanus
CaS 2.1.jpg,3,-131.035,0.303,Mandible length,Dorymyrmex insanus
CaS 2.1.jpg,4,141.702,0.629,Head length,Dorymyrmex insanus
CaS 2.1.jpg,5,-50.194,0.165,Eye length,Dorymyrmex insanus
CaS 2.1.jpg,6,51.499,0.119,Eye width,Dorymyrmex insanus
CaS 2.1.jpg,7,49.792,0.502,Head width,Dorymyrmex insanus
CaS 2.1.jpg,8,154.849,0.768,Webers,Dorymyrmex insanus
CaS 2.2.jpg,1,-108.981,0.709,Femur,Dorymyrmex insanus
CaS 2.2.jpg,2,-49.359,0.676,Scape,Dorymyrmex insanus
CaS 2.2.jpg,3,-142.815,0.311,Mandible length,Dorymyrmex insanus
CaS 2.2.jpg,4,146.834,0.648,Head length,Dorymyrmex insanus
CaS 2.2.jpg,5,143.973,0.116,Eye length,Dorymyrmex insanus
CaS 2.2.jpg,6,54.293,0.084,Eye width,Dorymyrmex insanus
CaS 2.2.jpg,7,56.31,0.555,Head width,Dorymyrmex insanus
CaS 2.2.jpg,8,127.991,0.743,Webers,Dorymyrmex insanus
CaS 2.3.jpg,1,-52.696,0.873,Femur,Dorymyrmex insanus
CaS 2.3.jpg,2,-130.844,0.847,Webers,Dorymyrmex insanus
CaS 2.3.jpg,1,36.237,0.73,Scape,Dorymyrmex insanus
CaS 2.3.jpg,2,90,0.302,Mandible length,Dorymyrmex insanus
CaS 2.3.jpg,3,7.983,0.668,Head length,Dorymyrmex insanus
CaS 2.3.jpg,4,0,0.165,Eye length,Dorymyrmex insanus
CaS 2.3.jpg,5,-87.879,0.109,Eye width,Dorymyrmex insanus
CaS 2.3.jpg,6,-86.135,0.598,Head width,Dorymyrmex insanus
CaS 2.4,1,-75.893,0.794,Femur,Dorymyrmex insanus
CaS 2.4,2,-5.959,0.602,Scape,Dorymyrmex insanus
CaS 2.4,3,-101.997,0.33,Mandible length,Dorymyrmex insanus
CaS 2.4,4,-19.694,0.58,Head length,Dorymyrmex insanus
CaS 2.4,5,-25.942,0.166,Eye length,Dorymyrmex insanus
CaS 2.4,6,66.448,0.086,Eye width,Dorymyrmex insanus
CaS 2.4,7,65.351,0.512,Head width,Dorymyrmex insanus
CaS 2.4,8,-84.388,0.701,Webers,Dorymyrmex insanus
CaS 2.5.jpg,1,-161.924,0.623,Femur,Dorymyrmex insanus
CaS 2.5.jpg,2,39.094,0.467,Scape,Dorymyrmex insanus
CaS 2.5.jpg,3,-10.437,0.238,Mandible length,Dorymyrmex insanus
CaS 2.5.jpg,4,-89.726,0.43,Head length,Dorymyrmex insanus
CaS 2.5.jpg,5,-90,0.111,Eye length,Dorymyrmex insanus
CaS 2.5.jpg,6,180,0.06,Eye width,Dorymyrmex insanus
CaS 2.5.jpg,7,-0.554,0.426,Head width,Dorymyrmex insanus
CaS 2.5.jpg,8,6.389,0.536,Webers,Dorymyrmex insanus
CaS 2.6.jpg,1,-56.363,1.23,Femur,Dorymyrmex insanus
CaS 2.6.jpg,2,-74.019,0.915,Scape,Dorymyrmex insanus
CaS 2.6.jpg,3,-85.95,0.468,Mandible length,Dorymyrmex insanus
CaS 2.6.jpg,4,-7.253,0.916,Head length,Dorymyrmex insanus
CaS 2.6.jpg,5,-9.058,0.288,Eye length,Dorymyrmex insanus
CaS 2.6.jpg,6,-99.689,0.172,Eye width,Dorymyrmex insanus
CaS 2.6.jpg,7,80.716,0.87,Head width,Dorymyrmex insanus
CaS 2.6.jpg,8,13.988,1.179,Webers,Dorymyrmex insanus
CaS 2.7.jpg,1,-89.332,1.372,Femur,Messor pergandei
CaS 2.7.jpg,2,-36.821,0.934,Scape,Messor pergandei
CaS 2.7.jpg,3,-139.814,0.539,Mandible length,Messor pergandei
CaS 2.7.jpg,4,-90.106,1.078,Head length,Messor pergandei
CaS 2.7.jpg,5,-93.318,0.276,Eye length,Messor pergandei
CaS 2.7.jpg,6,177.274,0.084,Eye width,Messor pergandei
CaS 2.7.jpg,7,-0.937,0.978,Head width,Messor pergandei
CaS 2.7.jpg,8,22.39,1.229,Webers,Messor pergandei
CaS 3.1.jpg,1,-56.478,1.203,Femur,Dorymyrmex bicolor
CaS 3.1.jpg,2,-0.871,1.113,Webers,Dorymyrmex bicolor
CaS 3.2.jpg,1,-119.137,1.264,Femur,Dorymyrmex bicolor
CaS 3.2.jpg,2,60.255,0.973,Scape,Dorymyrmex bicolor
CaS 3.2.jpg,3,143.334,0.467,Mandible length,Dorymyrmex bicolor
CaS 3.2.jpg,4,-134.433,0.891,Head length,Dorymyrmex bicolor
CaS 3.2.jpg,5,-137.793,0.241,Eye length,Dorymyrmex bicolor
CaS 3.2.jpg,6,-47.203,0.153,Eye width,Dorymyrmex bicolor
CaS 3.2.jpg,7,-44.796,0.827,Head width,Dorymyrmex bicolor
